Date,Open,High,Low,Close,Volume
2024-07-08,1583.6252127309062,1603.3582879590508,1577.172138728573,1595.4849853515625,9500806
2024-07-09,1592.1960483401444,1595.0862633393444,1575.1539139068004,1584.8958740234375,6960002
2024-07-10,1589.6049108909244,1592.0964546384023,1557.8626678795374,1578.8663330078125,7134578
2024-07-11,1582.130272301782,1598.8236153323678,1565.1877748976055,1575.303466796875,11940946
2024-07-12,1579.1404717419714,1599.7206480087468,1569.174296470643,1591.3240966796875,12924784
2024-07-15,1599.0229249170825,1600.4182137709945,1580.1370716514475,1591.8223876953125,5329688
2024-07-16,1588.1099868423498,1594.588000594766,1563.817435270789,1570.9183349609375,9386838
2024-07-18,1570.6691650942505,1588.5086425064346,1552.5555935406855,1581.30810546875,12298374
2024-07-19,1580.635396865678,1584.5969272016237,1547.547743652262,1549.8897705078125,13140390
2024-07-22,1532.0502350219995,1532.2993893942587,1494.203710207304,1495.5989990234375,19674376
2024-07-23,1495.9228522857354,1500.656785362589,1458.0513876709067,1482.8671875,18052044
2024-07-24,1479.9769884762422,1504.3941172423486,1471.4061023020706,1490.6407470703125,11913362
2024-07-25,1475.9904652814091,1495.399566075759,1472.0786930693387,1487.3519287109375,12519876
2024-07-26,1487.3520101091112,1507.3093002642313,1485.3088955316166,1503.9207763671875,9859940
2024-07-29,1506.8357949187157,1522.3332458553632,1506.661459848989,1514.958251953125,7538550
2024-07-30,1511.8936309498918,1519.8416308848414,1504.8923689417118,1508.03173828125,8228208
2024-07-31,1498.9126572012258,1505.3407911439474,1496.072321776707,1500.3328857421875,10057346
2024-08-01,1506.88567410313,1512.8653791590948,1499.2117679442729,1510.174560546875,10764222
2024-08-02,1499.9092706922956,1504.219592524845,1488.2239553567551,1494.25341796875,10268248
2024-08-05,1474.9938455626734,1478.8806780007048,1428.401979157231,1442.4293212890625,17046704
2024-08-06,1450.2280198935075,1472.5023973081068,1446.415884855267,1451.125,10236186
2024-08-07,1464.0310437317278,1467.5192048297954,1456.5564128072976,1459.8701171875,8174568
2024-08-08,1452.5950003162839,1460.0446920757677,1441.0342612156307,1444.223388671875,12387192
2024-08-09,1455.0615534748763,1471.505742264147,1451.075083465356,1469.313232421875,6249776
2024-08-12,1465.027737383665,1468.0175899089377,1452.8191729054677,1455.6844482421875,8184584
2024-08-13,1455.809041038811,1465.1024507415398,1453.0683428612606,1458.67431640625,6265064
2024-08-14,1458.5995961882188,1467.020965431434,1448.782816450946,1456.9052734375,6267466
2024-08-16,1463.682326968092,1475.392582683191,1453.1182057182932,1473.199951171875,9416902
2024-08-19,1482.5,1498.300048828125,1480.5,1488.4000244140625,13797742
2024-08-20,1497.2249755859375,1503.925048828125,1490.0250244140625,1495.949951171875,8411808
2024-08-21,1493.25,1507.875,1490.0,1498.675048828125,7769996
2024-08-22,1503.0,1506.5,1490.6500244140625,1498.125,10445782
2024-08-23,1503.75,1511.324951171875,1498.425048828125,1499.9749755859375,9249654
2024-08-26,1506.9749755859375,1523.0,1503.0,1512.5999755859375,8816114
2024-08-27,1510.5,1513.4749755859375,1499.449951171875,1500.449951171875,6251156
2024-08-28,1505.0,1507.4749755859375,1493.0,1498.300048828125,9610286
2024-08-29,1503.0999755859375,1537.0,1494.0,1520.925048828125,38335358
2024-08-30,1534.0,1539.7249755859375,1503.324951171875,1509.625,41620730
2024-09-02,1510.875,1526.800048828125,1506.625,1516.25,11240852
2024-09-03,1521.25,1523.0,1507.5,1509.125,10923800
2024-09-04,1500.699951171875,1517.5,1499.5,1514.550048828125,11983304
2024-09-05,1519.050048828125,1525.7750244140625,1487.050048828125,1492.9749755859375,16264168
2024-09-06,1492.5,1497.0,1461.625,1464.824951171875,19394228
2024-09-09,1466.5,1469.925048828125,1455.5999755859375,1462.449951171875,9010298
2024-09-10,1460.5,1472.050048828125,1457.574951171875,1461.5250244140625,10768260
2024-09-11,1463.050048828125,1468.75,1447.550048828125,1451.5,9760202
2024-09-12,1457.0,1486.0,1445.875,1479.800048828125,22349376
2024-09-13,1476.4000244140625,1483.1500244140625,1469.5,1472.625,8711328
2024-09-16,1477.550048828125,1480.9000244140625,1464.75,1471.3499755859375,5481774
2024-09-17,1474.0,1477.4749755859375,1466.625,1472.300048828125,5935328
2024-09-18,1470.0,1482.0,1460.550048828125,1463.449951171875,8574714
2024-09-19,1466.25,1476.5,1455.550048828125,1469.675048828125,16955902
2024-09-20,1474.0,1495.0,1471.375,1485.925048828125,30897320
2024-09-23,1491.0,1501.5,1488.949951171875,1493.375,8832314
2024-09-24,1488.5,1500.5,1487.875,1489.375,17137444
2024-09-25,1483.9000244140625,1496.5,1480.199951171875,1493.949951171875,7069002
2024-09-26,1490.6500244140625,1504.0,1488.050048828125,1497.949951171875,18818998
2024-09-27,1499.0,1533.4749755859375,1492.0,1526.175048828125,20597478
2024-09-30,1519.4000244140625,1524.9749755859375,1474.4000244140625,1476.574951171875,27008814
2024-10-01,1480.6500244140625,1487.949951171875,1462.824951171875,1464.824951171875,16431642
2024-10-03,1436.574951171875,1449.4000244140625,1402.074951171875,1406.9749755859375,37757294
2024-10-04,1403.925048828125,1417.3499755859375,1381.7750244140625,1386.5250244140625,37072876
2024-10-07,1393.5,1396.5,1361.375,1370.7249755859375,22181340
2024-10-08,1372.9749755859375,1401.0,1365.0999755859375,1397.3499755859375,17020808
2024-10-09,1397.5250244140625,1400.9749755859375,1372.5,1374.5999755859375,14310610
2024-10-10,1380.0250244140625,1386.0,1369.425048828125,1371.050048828125,22358646
2024-10-11,1370.0,1383.2750244140625,1368.824951171875,1372.0999755859375,7980122
2024-10-14,1379.449951171875,1380.074951171875,1368.25,1372.5250244140625,12221432
2024-10-15,1358.5250244140625,1371.699951171875,1340.699951171875,1344.0250244140625,33762794
2024-10-16,1340.0,1364.0,1337.625,1354.074951171875,20034438
2024-10-17,1365.699951171875,1368.449951171875,1352.050048828125,1356.425048828125,15543660
2024-10-18,1352.175048828125,1368.425048828125,1341.324951171875,1359.300048828125,12082452
2024-10-21,1367.125,1374.0,1357.7249755859375,1369.199951171875,14067408
2024-10-22,1369.199951171875,1376.0,1340.2249755859375,1343.3499755859375,15831960
2024-10-23,1337.5,1357.4749755859375,1335.0,1338.5250244140625,17214742
2024-10-24,1335.2750244140625,1343.699951171875,1323.125,1339.800048828125,22155934
2024-10-25,1343.5,1344.3499755859375,1322.0,1327.8499755859375,18597496
2024-10-28,1337.0,1353.0,1322.0999755859375,1334.3499755859375,10824350
2024-10-29,1328.0999755859375,1343.199951171875,1320.300048828125,1340.0,12008361
2024-10-30,1335.0,1350.0,1325.3499755859375,1343.9000244140625,11984423
2024-10-31,1340.0,1343.0,1326.1500244140625,1332.050048828125,9331650
2024-11-01,1333.050048828125,1341.949951171875,1333.0,1338.6500244140625,2127335
2024-11-04,1337.8499755859375,1340.0,1285.0999755859375,1302.1500244140625,19796890
2024-11-05,1293.0,1309.550048828125,1286.1500244140625,1305.300048828125,16267479
2024-11-06,1310.0,1328.300048828125,1300.199951171875,1325.3499755859375,21625209
2024-11-07,1324.0,1324.0,1302.5999755859375,1305.6500244140625,9611974
2024-11-08,1297.6500244140625,1301.6500244140625,1275.0,1283.75,19814406
2024-11-11,1278.949951171875,1286.0,1267.0,1272.699951171875,9056552
2024-11-12,1275.550048828125,1289.300048828125,1267.5,1274.25,10671091
2024-11-13,1270.25,1275.449951171875,1249.5,1252.050048828125,14633633
2024-11-14,1253.5999755859375,1272.5999755859375,1251.0999755859375,1267.5999755859375,12612633
2024-11-18,1267.5999755859375,1272.9000244140625,1243.9000244140625,1260.75,13620611
2024-11-19,1260.75,1281.5,1235.1500244140625,1241.6500244140625,14183746
2024-11-21,1241.6500244140625,1243.949951171875,1217.25,1223.0,19433843
2024-11-22,1229.4000244140625,1268.8499755859375,1222.449951171875,1265.4000244140625,20471957
2024-11-25,1290.0,1304.449951171875,1282.449951171875,1287.0,28923341
2024-11-26,1294.949951171875,1297.8499755859375,1284.199951171875,1295.699951171875,9247557
2024-11-27,1293.5,1303.8499755859375,1286.0,1293.199951171875,9572746
2024-11-28,1289.949951171875,1296.5999755859375,1269.050048828125,1270.800048828125,15027412
2024-11-29,1280.0,1299.5,1275.25,1292.199951171875,13202307
2024-12-02,1288.0,1311.3499755859375,1277.050048828125,1309.1500244140625,11024152
2024-12-03,1317.0,1326.800048828125,1307.0,1323.300048828125,16869482
2024-12-04,1326.0,1328.4000244140625,1304.050048828125,1308.949951171875,19608540
2024-12-05,1314.3499755859375,1329.949951171875,1306.1500244140625,1322.050048828125,16858723
2024-12-06,1323.9000244140625,1323.9000244140625,1310.0,1311.550048828125,9037514
2024-12-09,1303.0,1315.0,1293.0999755859375,1295.1500244140625,14650002
2024-12-10,1289.25,1294.9000244140625,1280.199951171875,1284.8499755859375,16043729
2024-12-11,1285.0,1290.0,1276.050048828125,1278.199951171875,11724373
2024-12-12,1270.0,1278.199951171875,1260.5999755859375,1262.9000244140625,20906813
2024-12-13,1260.0,1275.199951171875,1239.5999755859375,1272.8499755859375,28630222
2024-12-16,1275.0,1281.0,1266.550048828125,1268.300048828125,9486781
2024-12-17,1261.050048828125,1263.9000244140625,1242.800048828125,1245.300048828125,17462791
2024-12-18,1240.6500244140625,1259.949951171875,1240.6500244140625,1253.25,12670179
2024-12-19,1239.0,1244.9000244140625,1229.0,1230.449951171875,14244653
2024-12-20,1224.0,1239.5,1201.5,1205.300048828125,20312896
2024-12-23,1215.0,1227.199951171875,1213.199951171875,1222.300048828125,10052824
2024-12-24,1222.300048828125,1233.550048828125,1221.0,1222.75,6734917
2024-12-26,1224.25,1227.699951171875,1214.25,1216.550048828125,10016178
2024-12-27,1218.300048828125,1227.9000244140625,1217.0,1221.050048828125,7000397
2024-12-30,1216.4000244140625,1223.199951171875,1208.0999755859375,1210.699951171875,8818766
2024-12-31,1208.0,1219.0999755859375,1206.1500244140625,1215.449951171875,6405475
2025-01-01,1214.8499755859375,1226.300048828125,1211.5999755859375,1221.25,5892590
2025-01-02,1221.25,1244.449951171875,1220.0,1241.800048828125,15486276
2025-01-03,1243.9000244140625,1262.050048828125,1235.5,1251.1500244140625,15521102
2025-01-06,1253.949951171875,1262.0,1215.0,1218.0,14816766
2025-01-07,1222.0,1244.5,1221.25,1240.8499755859375,10070505
2025-01-08,1249.0,1271.050048828125,1245.3499755859375,1265.5,19346579
2025-01-09,1267.0,1269.75,1248.050048828125,1254.75,12794704
2025-01-10,1253.8499755859375,1256.75,1236.0,1241.9000244140625,8120332
2025-01-13,1230.0,1245.25,1226.4000244140625,1239.8499755859375,13764861
2025-01-14,1244.0999755859375,1253.3499755859375,1227.25,1238.75,13095266
2025-01-15,1244.949951171875,1257.0,1241.8499755859375,1252.199951171875,9578856
2025-01-16,1258.9000244140625,1275.0,1251.300048828125,1266.449951171875,14117603
2025-01-17,1322.25,1326.0,1285.0,1302.3499755859375,29366277
2025-01-20,1316.0,1316.0,1300.25,1305.449951171875,14040244
2025-01-21,1310.5,1313.0,1270.199951171875,1273.699951171875,14562976
2025-01-22,1278.300048828125,1282.9000244140625,1268.699951171875,1277.0999755859375,10273590
2025-01-23,1270.0,1277.3499755859375,1261.5999755859375,1263.6500244140625,8720682
2025-01-24,1266.0,1273.0,1243.5,1246.300048828125,14235970
2025-01-27,1239.0999755859375,1240.449951171875,1220.0,1229.3499755859375,9536019
2025-01-28,1238.0,1244.75,1218.5,1234.4000244140625,10568025
2025-01-29,1236.0,1242.75,1228.050048828125,1235.5,5928156
2025-01-30,1235.550048828125,1257.0,1232.4000244140625,1253.050048828125,9269259
2025-01-31,1255.8499755859375,1267.0,1249.0,1265.0999755859375,6584612
2025-02-01,1265.0999755859375,1270.550048828125,1241.0,1264.5999755859375,7118453
2025-02-03,1251.0,1256.0,1237.550048828125,1245.9000244140625,9252345
2025-02-04,1248.050048828125,1288.800048828125,1246.5999755859375,1285.199951171875,16691069
2025-02-05,1282.6500244140625,1290.5,1276.699951171875,1278.199951171875,10112028
2025-02-06,1273.699951171875,1288.0,1270.3499755859375,1281.550048828125,9956001
2025-02-07,1276.1500244140625,1283.699951171875,1262.0,1266.699951171875,8764283
2025-02-10,1264.5,1266.5,1245.550048828125,1253.6500244140625,6970972
2025-02-11,1264.550048828125,1264.550048828125,1230.0999755859375,1234.8499755859375,8859714
2025-02-12,1219.449951171875,1226.9000244140625,1193.3499755859375,1216.550048828125,21131654
2025-02-13,1217.050048828125,1228.0,1212.0,1216.0999755859375,8511216
2025-02-14,1219.0,1224.0,1205.449951171875,1217.25,10298145
2025-02-17,1211.0999755859375,1227.5,1204.5,1224.9000244140625,8166683
2025-02-18,1224.8499755859375,1229.9000244140625,1216.0999755859375,1225.4000244140625,6673250
2025-02-19,1219.5,1232.75,1217.550048828125,1227.449951171875,6217338
2025-02-20,1223.949951171875,1239.3499755859375,1222.0,1233.0,7795582
2025-02-21,1228.699951171875,1240.0,1222.1500244140625,1228.1500244140625,6904025
2025-02-24,1216.550048828125,1223.25,1210.5,1214.550048828125,7172498
2025-02-25,1211.0,1221.0,1201.5,1204.0,11552182
2025-02-27,1212.800048828125,1215.0,1200.6500244140625,1207.0999755859375,11509215
2025-02-28,1202.0,1217.3499755859375,1193.300048828125,1200.0999755859375,23007298
2025-03-03,1204.0,1206.449951171875,1156.0,1171.25,17944938
2025-03-04,1162.199951171875,1174.0,1159.550048828125,1161.9000244140625,11377373
2025-03-05,1161.0,1183.0,1157.0,1175.5999755859375,8664095
2025-03-06,1197.0,1213.949951171875,1185.1500244140625,1209.5999755859375,14468014
2025-03-07,1216.0,1254.800048828125,1212.0,1249.800048828125,16474965
2025-03-10,1245.0,1258.0,1235.4000244140625,1238.4000244140625,11931051
2025-03-11,1240.0,1249.5,1229.75,1247.300048828125,10089838
2025-03-12,1258.0,1263.0,1244.0,1257.050048828125,11977555
2025-03-13,1260.050048828125,1264.1500244140625,1243.8499755859375,1247.9000244140625,9505270
2025-03-17,1242.1500244140625,1257.4000244140625,1233.0999755859375,1238.8499755859375,16640917
2025-03-18,1238.8499755859375,1238.8499755859375,1238.8499755859375,1238.8499755859375,0
2025-03-19,1241.050048828125,1253.25,1238.800048828125,1247.1500244140625,16162399
2025-03-20,1251.8499755859375,1273.0,1250.050048828125,1269.1500244140625,15971477
2025-03-21,1275.0,1281.0,1270.0999755859375,1276.3499755859375,21780769
2025-03-24,1291.0,1306.0,1284.25,1302.0999755859375,20299319
2025-03-25,1307.699951171875,1307.699951171875,1282.5999755859375,1285.449951171875,13713899
2025-03-26,1291.0,1293.800048828125,1268.75,1273.050048828125,12074747
2025-03-27,1278.1500244140625,1285.0,1271.300048828125,1278.199951171875,15028056
2025-03-28,1280.0,1295.75,1269.0,1275.0999755859375,18147129
2025-04-01,1264.5999755859375,1277.9000244140625,1249.300048828125,1252.5999755859375,12099648
2025-04-02,1247.550048828125,1255.550048828125,1243.9000244140625,1251.1500244140625,10142590
2025-04-03,1233.050048828125,1251.800048828125,1233.050048828125,1248.699951171875,7434366
2025-04-04,1241.0999755859375,1245.449951171875,1193.1500244140625,1204.699951171875,17908652
2025-04-07,1132.199951171875,1171.25,1114.8499755859375,1165.699951171875,22156106
2025-04-08,1172.0,1196.5999755859375,1163.300048828125,1182.199951171875,19555040
2025-04-09,1169.5,1189.800048828125,1168.0,1185.3499755859375,10223104
2025-04-11,1195.1500244140625,1222.6500244140625,1195.1500244140625,1218.949951171875,11224242
2025-04-15,1251.0,1251.0,1237.0999755859375,1240.0999755859375,13378535
2025-04-16,1234.0999755859375,1240.9000244140625,1229.0,1239.300048828125,8248464
2025-04-17,1240.199951171875,1280.199951171875,1227.5999755859375,1274.5,15398401
2025-04-21,1270.0,1300.9000244140625,1267.0,1295.5,10429964
2025-04-22,1300.0,1303.9000244140625,1286.300048828125,1291.199951171875,13051707
2025-04-23,1297.0,1306.0,1285.4000244140625,1300.0,10480888
2025-04-24,1292.4000244140625,1304.5,1290.300048828125,1301.5999755859375,10468940
2025-04-25,1303.5,1325.199951171875,1288.0999755859375,1300.4000244140625,14431012
2025-04-28,1340.0,1374.5999755859375,1320.199951171875,1368.800048828125,31104496
2025-04-29,1371.0,1410.9000244140625,1370.0,1399.699951171875,32538970
2025-04-30,1402.0,1412.4000244140625,1369.0,1405.0,25480745
